ID;year;loan_limit;Gender;approv_in_adv;loan_type;loan_purpose;Credit_Worthiness;open_credit;business_or_commercial;loan_amount;rate_of_interest;Interest_rate_spread;Upfront_charges;term;Neg_ammortization;interest_only;lump_sum_payment;property_value;construction_type;occupancy_type;Secured_by;total_units;income;credit_type;Credit_Score;co_applicant_credit_type;age;submission_of_application;LTV;Region;Security_Type;Status;dtir1
136192;2019;cf;Male;nopre;type1;p4;l2;nopc;nob/c;296500;1604.66;1796.95;3224.99;180;not_neg;not_int;not_lpsm;497893;sb;pr;home;1U;8760;EQUI;745;EXP;35-44;to_inst;;south;direct;1;
136202;2019;cf;Male;nopre;type1;p4;l1;nopc;nob/c;336500;1604.66;1796.95;3224.99;360;not_neg;not_int;lpsm;497893;sb;pr;home;1U;3960;EQUI;602;EXP;45-54;to_inst;;south;direct;1;
136210;2019;cf;Male;nopre;type1;p1;l1;nopc;nob/c;216500;1604.66;1796.95;3224.99;360;neg_amm;not_int;not_lpsm;497893;sb;pr;home;1U;1860;EQUI;544;EXP;25-34;to_inst;;North;direct;1;
136220;2019;cf;Male;nopre;type1;p1;l1;nopc;nob/c;76500;1604.66;1796.95;3224.99;300;neg_amm;not_int;not_lpsm;497893;sb;pr;home;1U;1020;EQUI;631;EXP;65-74;not_inst;;North;direct;1;
136243;2019;cf;Male;nopre;type3;p4;l1;nopc;nob/c;356500;1604.66;1796.95;3224.99;360;not_neg;not_int;not_lpsm;497893;sb;pr;home;1U;0;EQUI;522;EXP;45-54;to_inst;;North;direct;1;
136259;2019;cf;Male;nopre;type1;p1;l1;nopc;nob/c;156500;1604.66;1796.95;3224.99;360;not_neg;not_int;lpsm;497893;sb;pr;home;1U;2640;EQUI;755;EXP;65-74;not_inst;;North;direct;1;
136280;2019;cf;Male;nopre;type1;p1;l1;nopc;nob/c;86500;1604.66;1796.95;3224.99;360;not_neg;not_int;not_lpsm;497893;sb;pr;home;1U;2460;EQUI;778;EXP;35-44;to_inst;;south;direct;1;
136335;2019;cf;Male;pre;type1;p1;l1;nopc;nob/c;386500;1604.66;1796.95;3224.99;360;not_neg;not_int;not_lpsm;497893;sb;pr;home;1U;6000;EQUI;625;EXP;45-54;to_inst;;south;direct;1;
136337;2019;cf;Male;nopre;type2;p1;l1;nopc;b/c;306500;1604.66;1796.95;3224.99;360;not_neg;not_int;not_lpsm;497893;sb;pr;home;1U;3720;EQUI;790;EXP;65-74;not_inst;;North;direct;1;
136371;2019;cf;Male;nopre;type1;p3;l1;nopc;nob/c;306500;1604.66;1796.95;3224.99;360;not_neg;not_int;not_lpsm;497893;sb;pr;home;1U;4020;EQUI;806;EXP;45-54;to_inst;;North;direct;1;
136390;2019;cf;Male;nopre;type1;p4;l1;nopc;nob/c;876500;1604.66;1796.95;3224.99;360;neg_amm;not_int;not_lpsm;497893;sb;pr;home;3U;11160;EQUI;551;EXP;25-34;not_inst;;south;direct;1;
136398;2019;cf;Male;nopre;type1;p1;l1;nopc;nob/c;556500;1604.66;1796.95;3224.99;360;not_neg;not_int;not_lpsm;497893;sb;pr;home;1U;6660;EQUI;585;EXP;25-34;not_inst;;North;direct;1;
136406;2019;cf;Male;nopre;type1;p4;l1;nopc;nob/c;136500;1604.66;1796.95;3224.99;360;not_neg;not_int;not_lpsm;497893;sb;pr;home;1U;2520;EQUI;779;EXP;45-54;to_inst;;North;direct;1;
136481;2019;cf;Male;nopre;type1;p4;l1;nopc;nob/c;396500;1604.66;1796.95;3224.99;360;neg_amm;not_int;not_lpsm;497893;sb;pr;home;1U;11940;EQUI;702;EXP;55-64;to_inst;;North;direct;1;
136504;2019;cf;Male;nopre;type1;p3;l1;nopc;nob/c;176500;1604.66;1796.95;3224.99;360;not_neg;not_int;not_lpsm;497893;sb;pr;home;1U;3480;EQUI;500;EXP;35-44;to_inst;;south;direct;1;
136524;2019;cf;Male;nopre;type1;p1;l1;nopc;nob/c;286500;1604.66;1796.95;3224.99;360;not_neg;not_int;not_lpsm;497893;sb;pr;home;1U;3120;EQUI;803;EXP;25-34;to_inst;;North;direct;1;
136561;2019;cf;Male;nopre;type1;p3;l1;nopc;nob/c;186500;1604.66;1796.95;3224.99;240;not_neg;not_int;not_lpsm;497893;sb;pr;home;1U;3480;EQUI;771;EXP;55-64;to_inst;;south;direct;1;
136694;2019;cf;Male;nopre;type1;p1;l1;nopc;nob/c;126500;1604.66;1796.95;3224.99;180;not_neg;not_int;not_lpsm;497893;sb;pr;home;1U;3720;EQUI;602;EXP;65-74;to_inst;;south;direct;1;
136704;2019;ncf;Male;nopre;type1;p1;l1;nopc;nob/c;366500;1604.66;1796.95;3224.99;360;not_neg;not_int;not_lpsm;497893;sb;pr;home;1U;4800;EQUI;557;EXP;65-74;not_inst;;North;direct;1;
136818;2019;ncf;Male;nopre;type3;p4;l1;nopc;nob/c;856500;1604.66;1796.95;3224.99;360;not_neg;not_int;not_lpsm;497893;sb;pr;home;1U;0;EQUI;823;EXP;55-64;not_inst;;North;direct;1;
136828;2019;cf;Male;nopre;type1;p4;l1;nopc;nob/c;446500;1604.66;1796.95;3224.99;360;not_neg;not_int;not_lpsm;497893;sb;pr;home;1U;11160;EQUI;741;EXP;35-44;not_inst;;North;direct;1;
136912;2019;cf;Male;nopre;type1;p3;l1;nopc;nob/c;456500;1604.66;1796.95;3224.99;240;not_neg;not_int;not_lpsm;497893;sb;pr;home;1U;5040;EQUI;678;EXP;35-44;not_inst;;south;direct;1;
136952;2019;cf;Male;nopre;type1;p1;l1;nopc;nob/c;286500;1604.66;1796.95;3224.99;300;neg_amm;not_int;not_lpsm;497893;sb;pr;home;1U;6600;EQUI;539;EXP;55-64;to_inst;;North;direct;1;
136965;2019;cf;Male;nopre;type3;p4;l1;nopc;nob/c;186500;1604.66;1796.95;3224.99;360;not_neg;not_int;not_lpsm;497893;sb;pr;home;1U;3720;EQUI;767;EXP;65-74;to_inst;;south;direct;1;
137005;2019;cf;Male;nopre;type1;p1;l1;nopc;nob/c;536500;1604.66;1796.95;3224.99;360;neg_amm;not_int;not_lpsm;497893;sb;pr;home;1U;7140;EQUI;712;EXP;35-44;not_inst;;North;direct;1;
137103;2019;cf;Male;nopre;type3;p3;l1;nopc;nob/c;226500;1604.66;1796.95;3224.99;360;neg_amm;not_int;not_lpsm;497893;sb;pr;home;1U;3300;EQUI;758;EXP;>74;to_inst;;North;direct;1;
137136;2019;cf;Male;nopre;type1;p4;l1;nopc;nob/c;376500;1604.66;1796.95;3224.99;360;neg_amm;not_int;not_lpsm;497893;sb;pr;home;1U;5580;EQUI;884;EXP;25-34;not_inst;;south;direct;1;
137184;2019;cf;Male;nopre;type1;p4;l1;nopc;nob/c;626500;1604.66;1796.95;3224.99;360;not_neg;not_int;not_lpsm;497893;sb;ir;home;3U;35160;EQUI;602;EXP;45-54;not_inst;;south;direct;1;
137198;2019;cf;Male;nopre;type3;p3;l1;nopc;nob/c;266500;1604.66;1796.95;3224.99;180;not_neg;int_only;not_lpsm;497893;sb;pr;home;1U;7980;EQUI;610;EXP;55-64;to_inst;;central;direct;1;
137264;2019;cf;Male;pre;type1;p3;l1;nopc;nob/c;166500;1604.66;1796.95;3224.99;360;not_neg;not_int;not_lpsm;497893;sb;pr;home;1U;2580;EQUI;620;EXP;65-74;to_inst;;North;direct;1;
137307;2019;cf;Male;nopre;type1;p4;l1;nopc;nob/c;316500;1604.66;1796.95;3224.99;180;neg_amm;int_only;not_lpsm;497893;sb;pr;home;1U;6000;EQUI;713;EXP;55-64;not_inst;;North;direct;1;
137323;2019;cf;Male;nopre;type2;p4;l1;nopc;b/c;386500;1604.66;1796.95;3224.99;360;not_neg;not_int;not_lpsm;497893;sb;pr;home;1U;0;EQUI;835;EXP;45-54;not_inst;;North;direct;1;
137363;2019;cf;Male;nopre;type3;p3;l1;nopc;nob/c;226500;1604.66;1796.95;3224.99;240;not_neg;not_int;lpsm;497893;sb;pr;home;1U;1980;EQUI;755;EXP;>74;to_inst;;North;direct;1;
137469;2019;cf;Male;nopre;type2;p3;l1;nopc;b/c;76500;1604.66;1796.95;3224.99;360;not_neg;not_int;lpsm;497893;sb;pr;home;1U;2460;EQUI;631;EXP;45-54;to_inst;;North;direct;1;
137479;2019;cf;Male;nopre;type1;p4;l1;nopc;nob/c;126500;1604.66;1796.95;3224.99;120;neg_amm;not_int;not_lpsm;497893;sb;pr;home;1U;7920;EQUI;747;EXP;35-44;to_inst;;North;direct;1;
137512;2019;cf;Male;nopre;type1;p4;l1;nopc;nob/c;126500;1604.66;1796.95;3224.99;360;neg_amm;not_int;not_lpsm;497893;sb;sr;home;1U;4440;EQUI;570;EXP;65-74;to_inst;;North;direct;1;
137550;2019;cf;Male;nopre;type2;p3;l2;nopc;b/c;256500;1604.66;1796.95;3224.99;360;not_neg;not_int;not_lpsm;497893;sb;pr;home;1U;3960;EQUI;716;EXP;65-74;not_inst;;North;direct;1;
137557;2019;cf;Male;pre;type3;p3;l1;nopc;nob/c;236500;1604.66;1796.95;3224.99;360;not_neg;not_int;not_lpsm;497893;sb;pr;home;1U;4980;EQUI;551;EXP;45-54;to_inst;;North;direct;1;
137571;2019;cf;Male;nopre;type1;p1;l1;nopc;nob/c;496500;1604.66;1796.95;3224.99;360;not_neg;not_int;not_lpsm;497893;sb;pr;home;1U;6300;EQUI;795;EXP;25-34;not_inst;;south;direct;1;
137621;2019;cf;Male;nopre;type3;p3;l2;nopc;nob/c;166500;1604.66;1796.95;3224.99;300;neg_amm;not_int;not_lpsm;497893;sb;pr;home;1U;1860;EQUI;512;EXP;>74;to_inst;;North;direct;1;
137644;2019;cf;Male;pre;type1;p4;l1;nopc;nob/c;316500;1604.66;1796.95;3224.99;360;not_neg;not_int;not_lpsm;497893;sb;pr;home;1U;4680;EQUI;892;EXP;65-74;to_inst;;North;direct;1;
137654;2019;cf;Male;nopre;type1;p4;l1;nopc;nob/c;136500;1604.66;1796.95;3224.99;360;neg_amm;not_int;not_lpsm;497893;sb;pr;home;1U;2940;EQUI;730;EXP;55-64;to_inst;;North;direct;1;
137674;2019;cf;Male;nopre;type1;p3;l1;nopc;nob/c;456500;1604.66;1796.95;3224.99;360;not_neg;not_int;not_lpsm;497893;sb;pr;home;1U;5280;EQUI;875;EXP;35-44;not_inst;;North;direct;1;
137684;2019;cf;Male;nopre;type1;p1;l1;nopc;nob/c;326500;1604.66;1796.95;3224.99;360;neg_amm;not_int;not_lpsm;497893;sb;pr;home;1U;5400;EQUI;763;EXP;25-34;to_inst;;south;direct;1;
137716;2019;cf;Male;nopre;type2;p3;l1;nopc;b/c;296500;1604.66;1796.95;3224.99;300;not_neg;not_int;not_lpsm;497893;sb;pr;home;1U;9780;EQUI;542;EXP;45-54;to_inst;;North;direct;1;
137748;2019;cf;Male;nopre;type1;p4;l1;nopc;nob/c;336500;1604.66;1796.95;3224.99;360;not_neg;not_int;not_lpsm;497893;sb;pr;home;1U;21960;EQUI;827;EXP;55-64;to_inst;;North;direct;1;
137752;2019;cf;Male;pre;type2;p1;l1;nopc;b/c;276500;1604.66;1796.95;3224.99;360;not_neg;not_int;not_lpsm;497893;sb;pr;home;1U;3000;EQUI;668;EXP;25-34;to_inst;;North;direct;1;
137767;2019;cf;Male;nopre;type2;p4;l1;nopc;b/c;326500;1604.66;1796.95;3224.99;360;not_neg;not_int;not_lpsm;497893;sb;pr;home;1U;3720;EQUI;859;EXP;45-54;not_inst;;south;direct;1;
137778;2019;cf;Male;nopre;type1;p3;l1;nopc;nob/c;236500;1604.66;1796.95;3224.99;360;not_neg;not_int;not_lpsm;497893;sb;pr;home;1U;2700;EQUI;526;EXP;65-74;to_inst;;North;direct;1;
137801;2019;cf;Male;nopre;type3;p4;l1;nopc;nob/c;516500;1604.66;1796.95;3224.99;360;not_neg;int_only;not_lpsm;497893;sb;pr;home;1U;0;EQUI;839;EXP;65-74;not_inst;;North;direct;1;
137848;2019;cf;Male;nopre;type1;p4;l2;nopc;nob/c;486500;1604.66;1796.95;3224.99;360;not_neg;not_int;not_lpsm;497893;sb;pr;home;1U;6900;EQUI;729;EXP;25-34;not_inst;;North;direct;1;
137851;2019;cf;Male;nopre;type1;p4;l1;nopc;nob/c;96500;1604.66;1796.95;3224.99;240;not_neg;not_int;not_lpsm;497893;sb;pr;home;1U;2340;EQUI;796;EXP;65-74;to_inst;;south;direct;1;
137956;2019;ncf;Male;pre;type3;p1;l1;nopc;nob/c;246500;1604.66;1796.95;3224.99;360;not_neg;not_int;not_lpsm;497893;sb;pr;home;1U;2820;EQUI;838;EXP;35-44;to_inst;;south;direct;1;
137957;2019;cf;Male;nopre;type1;p4;l1;nopc;nob/c;186500;1604.66;1796.95;3224.99;324;not_neg;not_int;not_lpsm;497893;sb;pr;home;1U;2880;EQUI;715;EXP;35-44;to_inst;;North;direct;1;
137965;2019;cf;Male;nopre;type1;p3;l1;nopc;nob/c;406500;1604.66;1796.95;3224.99;360;not_neg;not_int;not_lpsm;497893;sb;pr;home;1U;4500;EQUI;558;EXP;55-64;to_inst;;North;direct;1;
137981;2019;cf;Male;nopre;type1;p1;l1;nopc;nob/c;146500;1604.66;1796.95;3224.99;360;not_neg;not_int;lpsm;497893;sb;pr;home;1U;3000;EQUI;771;EXP;25-34;to_inst;;south;direct;1;
138006;2019;cf;Male;pre;type1;p3;l1;nopc;nob/c;646500;1604.66;1796.95;3224.99;360;not_neg;not_int;not_lpsm;497893;sb;pr;home;1U;6300;EQUI;745;EXP;35-44;not_inst;;North;direct;1;
138026;2019;ncf;Male;nopre;type1;p3;l1;nopc;nob/c;506500;1604.66;1796.95;3224.99;360;not_neg;not_int;not_lpsm;497893;sb;pr;home;1U;76380;EQUI;533;EXP;>74;to_inst;;south;direct;1;
138029;2019;cf;Male;nopre;type1;p4;l1;nopc;nob/c;726500;1604.66;1796.95;3224.99;360;not_neg;not_int;not_lpsm;497893;sb;pr;home;1U;12600;EQUI;878;EXP;45-54;not_inst;;south;direct;1;
138035;2019;cf;Male;nopre;type1;p3;l1;nopc;nob/c;276500;1604.66;1796.95;3224.99;360;not_neg;not_int;not_lpsm;497893;sb;ir;home;1U;3840;EQUI;507;EXP;65-74;to_inst;;south;direct;1;
138058;2019;cf;Male;nopre;type1;p4;l1;nopc;nob/c;236500;1604.66;1796.95;3224.99;360;not_neg;not_int;not_lpsm;497893;sb;pr;home;1U;2880;EQUI;685;EXP;25-34;not_inst;;North;direct;1;
138071;2019;cf;Male;nopre;type1;p3;l1;nopc;nob/c;326500;1604.66;1796.95;3224.99;360;not_neg;not_int;not_lpsm;497893;sb;pr;home;1U;6180;EQUI;704;EXP;55-64;to_inst;;North;direct;1;
138073;2019;cf;Male;nopre;type1;p1;l1;nopc;nob/c;416500;1604.66;1796.95;3224.99;360;not_neg;not_int;not_lpsm;497893;sb;pr;home;1U;5700;EQUI;804;EXP;25-34;not_inst;;south;direct;1;
138089;2019;cf;Male;nopre;type1;p4;l1;nopc;nob/c;326500;1604.66;1796.95;3224.99;360;neg_amm;not_int;not_lpsm;497893;sb;sr;home;1U;21120;EQUI;850;EXP;35-44;not_inst;;North;direct;1;
138148;2019;cf;Male;nopre;type1;p1;l1;nopc;nob/c;236500;1604.66;1796.95;3224.99;360;neg_amm;not_int;not_lpsm;497893;sb;pr;home;1U;3420;EQUI;761;EXP;45-54;to_inst;;North;direct;1;
138190;2019;cf;Male;nopre;type1;p1;l1;nopc;nob/c;346500;1604.66;1796.95;3224.99;360;not_neg;not_int;not_lpsm;497893;sb;pr;home;1U;5280;EQUI;660;EXP;25-34;not_inst;;south;direct;1;
138204;2019;cf;Male;nopre;type1;p4;l1;nopc;nob/c;286500;1604.66;1796.95;3224.99;360;neg_amm;not_int;not_lpsm;497893;sb;sr;home;1U;4920;EQUI;780;EXP;55-64;to_inst;;North;direct;1;
138210;2019;cf;Male;nopre;type2;p4;l1;nopc;b/c;446500;1604.66;1796.95;3224.99;360;not_neg;not_int;not_lpsm;497893;sb;pr;home;2U;0;EQUI;824;EXP;35-44;not_inst;;North;direct;1;
138250;2019;cf;Male;nopre;type1;p1;l1;nopc;nob/c;266500;1604.66;1796.95;3224.99;360;not_neg;not_int;not_lpsm;497893;sb;pr;home;1U;4560;EQUI;569;EXP;55-64;to_inst;;south;direct;1;
138252;2019;cf;Male;nopre;type2;p3;l1;nopc;b/c;386500;1604.66;1796.95;3224.99;360;not_neg;not_int;not_lpsm;497893;sb;pr;home;1U;7860;EQUI;689;EXP;55-64;to_inst;;south;direct;1;
138270;2019;cf;Male;nopre;type3;p4;l1;nopc;nob/c;266500;1604.66;1796.95;3224.99;360;not_neg;not_int;not_lpsm;497893;sb;pr;home;1U;6957;EQUI;564;EXP;55-64;to_inst;;North;direct;1;
138291;2019;cf;Male;pre;type1;p1;l1;nopc;nob/c;436500;1604.66;1796.95;3224.99;360;not_neg;not_int;not_lpsm;497893;sb;pr;home;1U;5520;EQUI;600;EXP;55-64;not_inst;;south;direct;1;
138298;2019;cf;Male;nopre;type1;p1;l1;nopc;nob/c;266500;1604.66;1796.95;3224.99;360;not_neg;not_int;not_lpsm;497893;sb;pr;home;1U;4920;EQUI;596;EXP;25-34;not_inst;;North;direct;1;
138303;2019;cf;Male;nopre;type1;p3;l1;nopc;nob/c;286500;1604.66;1796.95;3224.99;360;neg_amm;not_int;not_lpsm;497893;sb;pr;home;1U;5460;EQUI;567;EXP;25-34;to_inst;;south;direct;1;
138334;2019;cf;Male;nopre;type1;p4;l1;nopc;nob/c;646500;1604.66;1796.95;3224.99;360;not_neg;not_int;lpsm;497893;sb;pr;home;1U;8520;EQUI;809;EXP;35-44;not_inst;;south;direct;1;
138335;2019;cf;Male;nopre;type1;p4;l1;nopc;nob/c;526500;1604.66;1796.95;3224.99;360;not_neg;not_int;not_lpsm;497893;sb;pr;home;1U;8100;EQUI;832;EXP;35-44;not_inst;;south;direct;1;
138357;2019;cf;Male;nopre;type3;p1;l1;nopc;nob/c;276500;1604.66;1796.95;3224.99;360;not_neg;not_int;not_lpsm;497893;sb;pr;home;1U;5520;EQUI;727;EXP;35-44;to_inst;;North;direct;1;
138395;2019;cf;Male;pre;type2;p3;l1;nopc;b/c;276500;1604.66;1796.95;3224.99;360;not_neg;not_int;not_lpsm;497893;sb;pr;home;1U;4740;EQUI;884;EXP;65-74;to_inst;;North;direct;1;
138433;2019;cf;Male;nopre;type3;p4;l1;nopc;nob/c;456500;1604.66;1796.95;3224.99;360;not_neg;not_int;not_lpsm;497893;sb;pr;home;1U;0;EQUI;798;EXP;35-44;to_inst;;south;direct;1;
138436;2019;cf;Male;nopre;type1;p1;l1;nopc;nob/c;356500;1604.66;1796.95;3224.99;360;not_neg;not_int;not_lpsm;497893;sb;pr;home;1U;10800;EQUI;638;EXP;55-64;to_inst;;North;direct;1;
138451;2019;cf;Male;pre;type3;p3;l1;nopc;nob/c;86500;1604.66;1796.95;3224.99;360;not_neg;not_int;not_lpsm;497893;sb;pr;home;1U;1920;EQUI;858;EXP;>74;to_inst;;North;direct;1;
138486;2019;cf;Male;pre;type1;p3;l1;nopc;nob/c;226500;1604.66;1796.95;3224.99;360;not_neg;not_int;not_lpsm;497893;sb;pr;home;1U;4020;EQUI;725;EXP;55-64;to_inst;;south;direct;1;
138496;2019;cf;Male;nopre;type1;p1;l1;nopc;nob/c;156500;1604.66;1796.95;3224.99;360;neg_amm;not_int;not_lpsm;497893;sb;pr;home;1U;2700;EQUI;614;EXP;25-34;to_inst;;North-East;direct;1;
138507;2019;cf;Male;nopre;type2;p4;l1;nopc;b/c;146500;1604.66;1796.95;3224.99;360;neg_amm;not_int;not_lpsm;497893;sb;pr;home;1U;2700;EQUI;830;EXP;25-34;to_inst;;North;direct;1;
138606;2019;cf;Male;pre;type3;p4;l1;nopc;nob/c;296500;1604.66;1796.95;3224.99;360;not_neg;not_int;not_lpsm;497893;sb;pr;home;1U;3840;EQUI;865;EXP;65-74;to_inst;;central;direct;1;
138695;2019;cf;Male;pre;type1;p3;l1;nopc;nob/c;176500;1604.66;1796.95;3224.99;180;not_neg;not_int;not_lpsm;497893;sb;pr;home;1U;2940;EQUI;733;EXP;65-74;to_inst;;North;direct;1;
138717;2019;cf;Male;pre;type1;p4;l1;nopc;nob/c;96500;1604.66;1796.95;3224.99;132;not_neg;not_int;not_lpsm;497893;sb;pr;home;1U;1860;EQUI;726;EXP;55-64;to_inst;;North;direct;1;
138783;2019;cf;Male;nopre;type1;p4;l1;nopc;nob/c;276500;1604.66;1796.95;3224.99;360;not_neg;int_only;not_lpsm;497893;sb;pr;home;1U;8460;EQUI;748;EXP;35-44;to_inst;;south;direct;1;
138876;2019;cf;Male;nopre;type1;p4;l1;nopc;nob/c;666500;1604.66;1796.95;3224.99;360;not_neg;not_int;not_lpsm;497893;sb;pr;home;1U;13080;EQUI;765;EXP;35-44;to_inst;;south;direct;1;
138885;2019;cf;Male;nopre;type1;p4;l1;nopc;nob/c;86500;1604.66;1796.95;3224.99;180;not_neg;not_int;not_lpsm;497893;sb;pr;home;1U;4500;EQUI;787;EXP;45-54;to_inst;;North;direct;1;
138944;2019;cf;Male;nopre;type1;p1;l2;nopc;nob/c;186500;1604.66;1796.95;3224.99;300;neg_amm;not_int;not_lpsm;497893;sb;sr;home;1U;8340;EQUI;829;EXP;35-44;to_inst;;south;direct;1;
138988;2019;cf;Male;nopre;type1;p1;l1;nopc;nob/c;146500;1604.66;1796.95;3224.99;180;not_neg;not_int;not_lpsm;497893;sb;pr;home;1U;3660;EQUI;539;EXP;45-54;to_inst;;North;direct;1;
139009;2019;cf;Male;nopre;type3;p1;l1;nopc;nob/c;326500;1604.66;1796.95;3224.99;360;not_neg;not_int;not_lpsm;497893;sb;pr;home;1U;5280;EQUI;726;EXP;45-54;to_inst;;North;direct;1;
139051;2019;cf;Male;nopre;type3;p4;l1;nopc;nob/c;256500;1604.66;1796.95;3224.99;360;not_neg;not_int;not_lpsm;497893;sb;pr;home;1U;0;EQUI;814;EXP;55-64;to_inst;;North;direct;1;
139068;2019;ncf;Male;pre;type1;p4;l1;nopc;nob/c;1196500;1604.66;1796.95;3224.99;180;not_neg;not_int;not_lpsm;497893;sb;sr;home;1U;19320;EQUI;789;EXP;55-64;to_inst;;North;direct;1;
139136;2019;ncf;Male;pre;type1;p4;l1;nopc;nob/c;506500;1604.66;1796.95;3224.99;360;not_neg;not_int;not_lpsm;497893;sb;pr;home;1U;6600;EQUI;896;EXP;35-44;not_inst;;south;direct;1;
139163;2019;cf;Male;pre;type1;p3;l1;nopc;nob/c;656500;1604.66;1796.95;3224.99;360;not_neg;not_int;not_lpsm;497893;sb;pr;home;1U;26100;EQUI;725;EXP;55-64;not_inst;;North;direct;1;
139184;2019;cf;Male;nopre;type2;p1;l1;nopc;b/c;126500;1604.66;1796.95;3224.99;360;not_neg;not_int;not_lpsm;497893;sb;pr;home;1U;2220;EQUI;799;EXP;35-44;to_inst;;North;direct;1;
139202;2019;cf;Male;nopre;type1;p3;l1;nopc;nob/c;206500;1604.66;1796.95;3224.99;360;neg_amm;not_int;not_lpsm;497893;sb;pr;home;1U;4380;EQUI;795;EXP;65-74;to_inst;;North;direct;1;
139265;2019;cf;Male;nopre;type2;p3;l1;nopc;b/c;76500;1604.66;1796.95;3224.99;180;not_neg;not_int;not_lpsm;497893;sb;pr;home;1U;3420;EQUI;591;EXP;35-44;to_inst;;south;direct;1;
139294;2019;cf;Male;nopre;type1;p4;l1;nopc;nob/c;236500;1604.66;1796.95;3224.99;360;not_neg;not_int;not_lpsm;497893;sb;pr;home;1U;3480;EQUI;523;EXP;25-34;to_inst;;North;direct;1;
139316;2019;cf;Male;nopre;type1;p4;l1;nopc;nob/c;276500;1604.66;1796.95;3224.99;360;neg_amm;not_int;not_lpsm;497893;sb;pr;home;1U;6000;EQUI;877;EXP;35-44;to_inst;;North;direct;1;
139380;2019;cf;Male;nopre;type1;p1;l1;nopc;nob/c;86500;1604.66;1796.95;3224.99;180;not_neg;not_int;not_lpsm;497893;sb;pr;home;1U;4200;EQUI;584;EXP;55-64;to_inst;;North;direct;1;
139400;2019;cf;Male;nopre;type1;p3;l1;nopc;nob/c;386500;1604.66;1796.95;3224.99;240;not_neg;not_int;not_lpsm;497893;sb;ir;home;1U;1560;EQUI;508;EXP;35-44;not_inst;;North;direct;1;
139414;2019;cf;Male;pre;type1;p3;l1;nopc;nob/c;616500;1604.66;1796.95;3224.99;360;not_neg;not_int;not_lpsm;497893;sb;pr;home;1U;8040;EQUI;840;EXP;>74;to_inst;;North;direct;1;
139430;2019;cf;Male;nopre;type1;p3;l1;nopc;nob/c;306500;1604.66;1796.95;3224.99;360;not_neg;not_int;not_lpsm;497893;sb;pr;home;1U;3480;EQUI;767;EXP;45-54;not_inst;;North;direct;1;
139494;2019;cf;Male;nopre;type1;p3;l1;nopc;nob/c;316500;1604.66;1796.95;3224.99;360;not_neg;not_int;not_lpsm;497893;sb;pr;home;1U;6120;EQUI;849;EXP;35-44;to_inst;;south;direct;1;
139628;2019;cf;Male;nopre;type1;p4;l2;nopc;nob/c;386500;1604.66;1796.95;3224.99;360;not_neg;not_int;not_lpsm;497893;sb;pr;home;2U;5700;EQUI;583;EXP;35-44;not_inst;;North;direct;1;
139644;2019;ncf;Male;nopre;type1;p4;l1;nopc;nob/c;256500;1604.66;1796.95;3224.99;360;neg_amm;not_int;not_lpsm;497893;sb;pr;home;1U;3000;EQUI;695;EXP;25-34;to_inst;;south;direct;1;
139776;2019;cf;Male;nopre;type3;p3;l1;nopc;nob/c;346500;1604.66;1796.95;3224.99;360;neg_amm;not_int;not_lpsm;497893;sb;pr;home;1U;2400;EQUI;768;EXP;45-54;to_inst;;central;direct;1;
139779;2019;cf;Male;pre;type2;p4;l1;nopc;b/c;546500;1604.66;1796.95;3224.99;360;not_neg;not_int;not_lpsm;497893;sb;pr;home;2U;0;EQUI;517;EXP;35-44;not_inst;;North;direct;1;
139782;2019;cf;Male;nopre;type1;p4;l1;nopc;nob/c;306500;1604.66;1796.95;3224.99;360;not_neg;not_int;not_lpsm;497893;sb;pr;home;1U;2760;EQUI;560;EXP;25-34;to_inst;;south;direct;1;
139804;2019;cf;Male;nopre;type1;p3;l1;nopc;nob/c;376500;1604.66;1796.95;3224.99;360;not_neg;not_int;not_lpsm;497893;sb;pr;home;1U;6480;EQUI;524;EXP;55-64;not_inst;;south;direct;1;
139821;2019;cf;Male;nopre;type1;p3;l1;nopc;nob/c;206500;1604.66;1796.95;3224.99;360;neg_amm;not_int;not_lpsm;497893;sb;pr;home;1U;5100;EQUI;856;EXP;>74;to_inst;;south;direct;1;
139909;2019;cf;Male;nopre;type2;p3;l1;nopc;b/c;96500;1604.66;1796.95;3224.99;300;not_neg;not_int;lpsm;497893;sb;pr;home;1U;1500;EQUI;800;EXP;35-44;to_inst;;south;direct;1;
139915;2019;cf;Male;pre;type1;p4;l1;nopc;nob/c;306500;1604.66;1796.95;3224.99;360;not_neg;not_int;not_lpsm;497893;sb;pr;home;1U;3480;EQUI;834;EXP;45-54;to_inst;;North;direct;1;
139942;2019;cf;Male;nopre;type1;p4;l1;nopc;nob/c;276500;1604.66;1796.95;3224.99;360;not_neg;not_int;not_lpsm;497893;sb;pr;home;1U;4140;EQUI;794;EXP;55-64;not_inst;;North;direct;1;
139969;2019;cf;Male;nopre;type1;p3;l1;nopc;nob/c;576500;1604.66;1796.95;3224.99;360;not_neg;not_int;not_lpsm;497893;sb;pr;home;1U;12060;EQUI;533;EXP;45-54;to_inst;;North;direct;1;
139985;2019;cf;Male;nopre;type3;p4;l2;nopc;nob/c;436500;1604.66;1796.95;3224.99;360;not_neg;not_int;not_lpsm;497893;sb;pr;home;1U;0;EQUI;785;EXP;25-34;to_inst;;south;direct;1;
